team_id,area,name,game_count,win_count,win_pct,started_count,minutes_played,field_goals,field_goal_attempts,field_goal_pct,three_point_field_goals,three_point_field_goal_attempts,three_point_field_goal_pct,free_throws,free_throw_attempts,free_throw_pct,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,daily_fantasy_sports_points,uri,is_pow
NYK,E,Raymond Felton,4,0,0.0,4,32.27916666666667,4.25,10.0,0.425,1.0,2.25,0.4444444444444444,1.75,2.0,0.875,1.0,2.0,3.0,5.0,2.0,0.5,2.5,1.0,11.25,10.099999999999998,-17.0,,/players/f/feltora01.html,0
MIN,W,Derrick Williams,4,2,0.5,4,29.991666666666667,6.25,12.25,0.5102040816326531,1.5,3.0,0.5,3.5,5.75,0.6086956521739131,1.75,3.5,5.25,0.5,0.25,0.75,3.0,2.25,17.5,10.025,-4.75,,/players/w/willide02.html,0
WAS,E,Trevor Ariza,3,2,0.6666666666666666,0,21.011111111111113,2.6666666666666665,7.666666666666667,0.34782608695652173,1.0,4.0,0.25,0.3333333333333333,0.6666666666666666,0.5,0.0,4.0,4.0,2.3333333333333335,0.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,6.666666666666667,3.3666666666666667,5.0,,/players/a/arizatr01.html,0
NOH,W,Brian Roberts,3,0,0.0,0,11.861111111111109,2.3333333333333335,5.333333333333333,0.43750000000000006,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.0,0.6666666666666666,1.0,5.0,3.0666666666666664,-1.6666666666666667,,/players/r/roberbr01.html,0
CHI,E,Jimmy Butler,2,1,0.5,0,26.941666666666666,2.5,8.5,0.29411764705882354,0.0,1.5,0.0,2.5,2.5,1.0,1.5,0.5,2.0,1.0,0.0,0.0,0.5,0.0,7.5,3.95,-7.0,,/players/b/butleji01.html,0
IND,E,David West,3,1,0.3333333333333333,3,32.19444444444445,6.0,11.333333333333334,0.5294117647058824,0.0,0.3333333333333333,0.0,1.0,1.6666666666666667,0.6,1.6666666666666667,5.666666666666667,7.333333333333333,3.0,0.3333333333333333,0.3333333333333333,2.0,3.6666666666666665,13.0,9.266666666666666,6.0,,/players/w/westda01.html,0
GSW,W,Andris Biedrins,1,0,0.0,0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,-8.0,,/players/b/biedran01.html,0
SAC,W,Marcus Thornton,2,1,0.5,0,16.266666666666666,4.5,11.5,0.391304347826087,1.5,4.0,0.375,0.5,0.5,1.0,0.5,1.0,1.5,0.5,0.0,0.0,0.5,1.0,11.0,4.85,2.5,,/players/t/thornma01.html,0
HOU,W,Tim Ohlbrecht,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,/players/o/ohlbrti01.html,0
BOS,E,Kevin Garnett,2,1,0.5,2,20.333333333333332,3.5,9.0,0.3888888888888889,0.0,0.5,0.0,1.5,2.0,0.75,0.5,4.0,4.5,1.5,1.5,0.0,0.5,1.0,8.5,6.6,-2.5,,/players/g/garneke01.html,0
