name,team,short_team,number,pos,height,weight,birth_date,birth_country,years_experience,college_name,uri
Brian Scalabrine,Boston Celtics,BOS,44,PF,6-9,241,"March 18, 1978",us,8,University of Southern California,/players/s/scalabr01.html
Henry Walker,Boston Celtics,BOS,12,SF,6-6,220,"October 9, 1987",us,1,Kansas State University,/players/w/walkebi01.html
Rasheed Wallace,Boston Celtics,BOS,30,C,6-10,225,"September 17, 1974",us,14,University of North Carolina,/players/w/wallara01.html
Shelden Williams,Boston Celtics,BOS,13,PF,6-9,250,"October 21, 1983",us,3,Duke University,/players/w/willish02.html
Rafer Alston,Brooklyn Nets,NJN,1,PG,6-2,171,"July 24, 1976",us,10,"California State University, Fresno",/players/a/alstora01.html
Tony Battie,Brooklyn Nets,NJN,7,C,6-11,230,"February 11, 1976",us,11,Texas Tech University,/players/b/battito01.html
Josh Boone,Brooklyn Nets,NJN,2,PF,6-10,237,"November 21, 1984",us,3,University of Connecticut,/players/b/boonejo01.html
Keyon Dooling,Brooklyn Nets,NJN,55,PG,6-3,196,"May 8, 1980",us,9,University of Missouri,/players/d/doolike01.html
Chris Douglas-Roberts,Brooklyn Nets,NJN,17,SF,6-7,200,"January 8, 1987",us,1,University of Memphis,/players/d/douglch01.html
Devin Harris,Brooklyn Nets,NJN,34,PG,6-3,192,"February 27, 1983",us,5,University of Wisconsin,/players/h/harride01.html
Trenton Hassell,Brooklyn Nets,NJN,44,SF,6-5,200,"March 4, 1979",us,8,Austin Peay State University,/players/h/hassetr01.html
Jarvis Hayes,Brooklyn Nets,NJN,22,SF,6-7,220,"August 9, 1981",us,6,University of Georgia,/players/h/hayesja01.html
Kris Humphries,Brooklyn Nets,NJN,43,PF,6-9,235,"February 6, 1985",us,5,University of Minnesota,/players/h/humphkr01.html
Yi Jianlian,Brooklyn Nets,NJN,9,PF,7-0,240,"October 27, 1987",cn,2,,/players/j/jianlyi01.html
Courtney Lee,Brooklyn Nets,NJN,6,SG,6-5,200,"October 3, 1985",us,1,Western Kentucky University,/players/l/leeco01.html
Brook Lopez,Brooklyn Nets,NJN,11,C,7-0,275,"April 1, 1988",us,1,Stanford University,/players/l/lopezbr01.html
Eduardo Najera,Brooklyn Nets,NJN,14,PF,6-8,240,"July 11, 1976",mx,9,University of Oklahoma,/players/n/najered01.html
Chris Quinn,Brooklyn Nets,NJN,1,PG,6-2,185,"September 27, 1983",us,3,University of Notre Dame,/players/q/quinnch01.html
Bobby Simmons,Brooklyn Nets,NJN,21,PF,6-7,210,"June 2, 1980",us,7,DePaul University,/players/s/simmobo01.html
Sean Williams,Brooklyn Nets,NJN,51,PF,6-10,235,"September 13, 1986",us,2,Boston College,/players/w/willise01.html
Terrence Williams,Brooklyn Nets,NJN,8,SF,6-6,220,"June 28, 1987",us,R,University of Louisville,/players/w/willite01.html
Alexis Ajinca,Charlotte Hornets,CHA,21,C,7-2,248,"May 6, 1988",fr,1,,/players/a/ajincal01.html
D.J. Augustin,Charlotte Hornets,CHA,14,PG,6-0,183,"November 10, 1987",us,1,University of Texas at Austin,/players/a/augusdj01.html
Raja Bell,Charlotte Hornets,CHA,19,SG,6-5,204,"September 19, 1976",vi,9,Florida International University,/players/b/bellra01.html
Derrick Brown,Charlotte Hornets,CHA,4,SF,6-7,225,"September 8, 1987",us,R,Xavier University,/players/b/brownde04.html
Tyson Chandler,Charlotte Hornets,CHA,6,C,7-1,240,"October 2, 1982",us,8,,/players/c/chandty01.html
Boris Diaw,Charlotte Hornets,CHA,32,PF,6-8,250,"April 16, 1982",fr,6,,/players/d/diawbo01.html
DeSagana Diop,Charlotte Hornets,CHA,7,C,7-0,300,"January 30, 1982",sn,8,,/players/d/diopde01.html
Raymond Felton,Charlotte Hornets,CHA,20,PG,6-1,205,"June 26, 1984",us,4,University of North Carolina,/players/f/feltora01.html
Stephen Graham,Charlotte Hornets,CHA,23,SG,6-6,215,"June 11, 1982",us,4,Oklahoma State University,/players/g/grahast01.html
Gerald Henderson,Charlotte Hornets,CHA,15,SG,6-5,215,"December 9, 1987",us,R,Duke University,/players/h/hendege02.html
Larry Hughes,Charlotte Hornets,CHA,0,SG,6-5,184,"January 23, 1979",us,11,Saint Louis University,/players/h/hughela01.html
Stephen Jackson,Charlotte Hornets,CHA,1,SG,6-8,218,"April 5, 1978",us,9,Butler County Community College,/players/j/jacksst02.html
Acie Law,Charlotte Hornets,CHA,2,PG,6-3,195,"January 25, 1985",us,2,Texas A&M University,/players/l/lawac01.html
Nazr Mohammed,Charlotte Hornets,CHA,13,C,6-10,221,"September 5, 1977",us,11,University of Kentucky,/players/m/mohamna01.html
Ronald Murray,Charlotte Hornets,CHA,22,SG,6-4,190,"July 29, 1979",us,7,Shaw University,/players/m/murraro01.html
Vladimir Radmanovic,Charlotte Hornets,CHA,10,PF,6-10,227,"November 19, 1980",ba,8,,/players/r/radmavl01.html
Theo Ratliff,Charlotte Hornets,CHA,42,C,6-10,225,"April 17, 1973",us,14,University of Wyoming,/players/r/ratlith01.html
Tyrus Thomas,Charlotte Hornets,CHA,12,C,6-9,215,"August 17, 1986",us,3,Louisiana State University,/players/t/thomaty01.html
Gerald Wallace,Charlotte Hornets,CHA,3,SF,6-7,215,"July 23, 1982",us,8,University of Alabama,/players/w/wallage01.html
Joe Alexander,Chicago Bulls,CHI,20,SF,6-8,230,"December 26, 1986",tw,1,West Virginia University,/players/a/alexajo01.html
Devin Brown,Chicago Bulls,CHI,32,SG,6-5,220,"December 30, 1978",us,7,University of Texas at San Antonio,/players/b/brownde02.html
Luol Deng,Chicago Bulls,CHI,9,SF,6-9,220,"April 16, 1985",ss,5,Duke University,/players/d/denglu01.html
Taj Gibson,Chicago Bulls,CHI,22,PF,6-9,225,"June 24, 1985",us,R,University of Southern California,/players/g/gibsota01.html
Aaron Gray,Chicago Bulls,CHI,34,C,7-0,270,"December 7, 1984",us,2,University of Pittsburgh,/players/g/grayaa01.html
Kirk Hinrich,Chicago Bulls,CHI,12,SG,6-4,190,"January 2, 1981",us,6,University of Kansas,/players/h/hinriki01.html
Lindsey Hunter,Chicago Bulls,CHI,11,PG,6-2,170,"December 3, 1970",us,16,Jackson State University,/players/h/hunteli01.html
James Johnson,Chicago Bulls,CHI,16,PF,6-9,250,"February 20, 1987",us,R,Wake Forest University,/players/j/johnsja01.html
Acie Law,Chicago Bulls,CHI,0,PG,6-3,195,"January 25, 1985",us,2,Texas A&M University,/players/l/lawac01.html
Brad Miller,Chicago Bulls,CHI,52,C,6-11,244,"April 12, 1976",us,11,Purdue University,/players/m/millebr01.html
Ronald Murray,Chicago Bulls,CHI,6,SG,6-4,190,"July 29, 1979",us,7,Shaw University,/players/m/murraro01.html
Joakim Noah,Chicago Bulls,CHI,13,C,6-11,230,"February 25, 1985",us,2,University of Florida,/players/n/noahjo01.html
Jannero Pargo,Chicago Bulls,CHI,2,PG,6-1,175,"October 22, 1979",us,6,University of Arkansas,/players/p/pargoja01.html
Chris Richard,Chicago Bulls,CHI,35,PF,6-9,270,"December 25, 1984",us,1,University of Florida,/players/r/richach01.html
Derrick Rose,Chicago Bulls,CHI,1,PG,6-3,190,"October 4, 1988",us,1,University of Memphis,/players/r/rosede01.html
John Salmons,Chicago Bulls,CHI,15,SG,6-7,210,"December 12, 1979",us,7,University of Miami,/players/s/salmojo01.html
Tyrus Thomas,Chicago Bulls,CHI,24,PF,6-9,215,"August 17, 1986",us,3,Louisiana State University,/players/t/thomaty01.html
Hakim Warrick,Chicago Bulls,CHI,21,PF,6-9,219,"July 8, 1982",us,4,Syracuse University,/players/w/warriha01.html
Daniel Gibson,Cleveland Cavaliers,CLE,1,PG,6-2,190,"February 27, 1986",us,3,University of Texas at Austin,/players/g/gibsoda01.html
Danny Green,Cleveland Cavaliers,CLE,14,SG,6-6,215,"June 22, 1987",us,R,University of North Carolina,/players/g/greenda02.html
J.J. Hickson,Cleveland Cavaliers,CLE,21,PF,6-9,242,"September 4, 1988",us,1,North Carolina State University,/players/h/hicksjj01.html
Zydrunas Ilgauskas,Cleveland Cavaliers,CLE,11,C,7-3,238,"June 5, 1975",lt,11,,/players/i/ilgauzy01.html
Cedric Jackson,Cleveland Cavaliers,CLE,9,PG,6-3,191,"March 5, 1986",us,R,Cleveland State University,/players/j/jacksce01.html
Darnell Jackson,Cleveland Cavaliers,CLE,00,PF,6-9,253,"November 7, 1985",us,1,University of Kansas,/players/j/jacksda01.html
LeBron James,Cleveland Cavaliers,CLE,23,SF,6-8,250,"December 30, 1984",us,6,,/players/j/jamesle01.html
Antawn Jamison,Cleveland Cavaliers,CLE,4,PF,6-8,223,"June 12, 1976",us,11,University of North Carolina,/players/j/jamisan01.html
Coby Karl,Cleveland Cavaliers,CLE,5,SG,6-5,215,"March 6, 1983",us,1,Boise State University,/players/k/karlco01.html
Jamario Moon,Cleveland Cavaliers,CLE,15,SF,6-8,205,"June 13, 1980",us,2,Meridian Community College,/players/m/moonja01.html
Shaquille O'Neal,Cleveland Cavaliers,CLE,33,C,7-1,325,"March 6, 1972",us,17,Louisiana State University,/players/o/onealsh01.html
Anthony Parker,Cleveland Cavaliers,CLE,18,SG,6-6,215,"June 19, 1975",us,6,Bradley University,/players/p/parkean01.html
Leon Powe,Cleveland Cavaliers,CLE,44,SF,6-8,240,"January 22, 1984",us,3,University of California,/players/p/powele01.html
Sebastian Telfair,Cleveland Cavaliers,CLE,3,PG,6-0,165,"June 9, 1985",us,5,,/players/t/telfase01.html
Anderson Varejao,Cleveland Cavaliers,CLE,17,PF,6-10,273,"September 28, 1982",br,5,,/players/v/varejan01.html
Delonte West,Cleveland Cavaliers,CLE,13,SG,6-4,180,"July 26, 1983",us,5,Saint Joseph's University,/players/w/westde01.html
Jawad Williams,Cleveland Cavaliers,CLE,31,PG,6-9,218,"February 19, 1983",us,1,University of North Carolina,/players/w/willija04.html
Mo Williams,Cleveland Cavaliers,CLE,2,PG,6-1,198,"December 19, 1982",us,6,University of Alabama,/players/w/willima01.html
J.J. Barea,Dallas Mavericks,DAL,11,PG,6-0,185,"June 26, 1984",pr,3,Northeastern University,/players/b/bareajo01.html
Rodrigue Beaubois,Dallas Mavericks,DAL,3,PG,6-0,170,"February 24, 1988",gp,R,,/players/b/beaubro01.html
Caron Butler,Dallas Mavericks,DAL,4,SG,6-7,228,"March 13, 1980",us,7,University of Connecticut,/players/b/butleca01.html
Matt Carroll,Dallas Mavericks,DAL,13,SG,6-6,212,"August 28, 1980",us,6,University of Notre Dame,/players/c/carroma01.html
Erick Dampier,Dallas Mavericks,DAL,25,C,6-11,265,"July 14, 1975",us,13,Mississippi State University,/players/d/dampier01.html
Drew Gooden,Dallas Mavericks,DAL,90,C,6-10,250,"September 24, 1981",us,7,University of Kansas,/players/g/goodedr01.html
Brendan Haywood,Dallas Mavericks,DAL,33,C,7-0,268,"November 27, 1979",us,8,University of North Carolina,/players/h/haywobr01.html
Josh Howard,Dallas Mavericks,DAL,5,SF,6-7,210,"April 28, 1980",us,6,Wake Forest University,/players/h/howarjo01.html
Kris Humphries,Dallas Mavericks,DAL,43,PF,6-9,235,"February 6, 1985",us,5,University of Minnesota,/players/h/humphkr01.html
Jason Kidd,Dallas Mavericks,DAL,2,PG,6-4,205,"March 23, 1973",us,15,University of California,/players/k/kiddja01.html
Shawn Marion,Dallas Mavericks,DAL,0,SF,6-7,220,"May 7, 1978",us,10,"University of Nevada, Las Vegas",/players/m/mariosh01.html
Eduardo Najera,Dallas Mavericks,DAL,14,PF,6-8,240,"July 11, 1976",mx,9,University of Oklahoma,/players/n/najered01.html
Dirk Nowitzki,Dallas Mavericks,DAL,41,PF,7-0,245,"June 19, 1978",de,11,,/players/n/nowitdi01.html
Quinton Ross,Dallas Mavericks,DAL,6,SF,6-6,195,"April 30, 1981",us,5,Southern Methodist University,/players/r/rossqu01.html
James Singleton,Dallas Mavericks,DAL,33,SF,6-8,216,"July 20, 1981",us,3,Murray State University,/players/s/singlja01.html
DeShawn Stevenson,Dallas Mavericks,DAL,92,SG,6-5,210,"April 3, 1981",us,9,,/players/s/stevede01.html
Jason Terry,Dallas Mavericks,DAL,31,SG,6-2,185,"September 15, 1977",us,10,University of Arizona,/players/t/terryja01.html
Tim Thomas,Dallas Mavericks,DAL,7,SF,6-10,230,"February 26, 1977",us,12,Villanova University,/players/t/thomati01.html
Arron Afflalo,Denver Nuggets,DEN,6,SG,6-5,210,"October 15, 1985",us,2,"University of California, Los Angeles",/players/a/afflaar01.html
Malik Allen,Denver Nuggets,DEN,30,PF,6-10,255,"June 27, 1978",us,8,Villanova University,/players/a/allenma01.html
Chris Andersen,Denver Nuggets,DEN,11,PF,6-10,245,"July 7, 1978",us,7,Blinn College,/players/a/anderch01.html
Carmelo Anthony,Denver Nuggets,DEN,15,SF,6-8,240,"May 29, 1984",us,6,Syracuse University,/players/a/anthoca01.html
Renaldo Balkman,Denver Nuggets,DEN,32,SF,6-8,208,"July 14, 1984",us,3,University of South Carolina,/players/b/balkmre01.html
Chauncey Billups,Denver Nuggets,DEN,1,PG,6-3,202,"September 25, 1976",us,12,University of Colorado,/players/b/billuch01.html
Anthony Carter,Denver Nuggets,DEN,25,PG,6-1,190,"June 16, 1975",us,10,University of Hawaii,/players/c/cartean01.html
Joey Graham,Denver Nuggets,DEN,14,SF,6-7,225,"June 11, 1982",us,4,Oklahoma State University,/players/g/grahajo01.html
Nene Hilario,Denver Nuggets,DEN,31,C,6-11,250,"September 13, 1982",br,7,,/players/h/hilarne01.html
Ty Lawson,Denver Nuggets,DEN,3,PG,5-11,195,"November 3, 1987",us,R,University of North Carolina,/players/l/lawsoty01.html
Kenyon Martin,Denver Nuggets,DEN,4,PF,6-9,234,"December 30, 1977",us,9,University of Cincinnati,/players/m/martike01.html
Johan Petro,Denver Nuggets,DEN,27,C,7-0,247,"January 27, 1986",fr,4,,/players/p/petrojo01.html
J.R. Smith,Denver Nuggets,DEN,5,SG,6-6,225,"September 9, 1985",us,5,,/players/s/smithjr01.html
Chucky Atkins,Detroit Pistons,DET,17,PG,5-11,160,"August 14, 1974",us,10,University of South Florida,/players/a/atkinch01.html
Kwame Brown,Detroit Pistons,DET,38,C,6-11,270,"March 10, 1982",us,8,,/players/b/brownkw01.html
Will Bynum,Detroit Pistons,DET,12,PG,6-0,185,"January 4, 1983",us,2,Georgia Institute of Technology,/players/b/bynumwi01.html
Austin Daye,Detroit Pistons,DET,5,SF,6-11,220,"June 5, 1988",us,R,Gonzaga University,/players/d/dayeau01.html
Ben Gordon,Detroit Pistons,DET,7,SG,6-3,200,"April 4, 1983",gb,5,University of Connecticut,/players/g/gordobe01.html
Richard Hamilton,Detroit Pistons,DET,32,SG,6-6,185,"February 14, 1978",us,10,University of Connecticut,/players/h/hamilri01.html
Jonas Jerebko,Detroit Pistons,DET,33,PF,6-10,231,"March 2, 1987",se,R,,/players/j/jerebjo01.html
Jason Maxiell,Detroit Pistons,DET,54,C,6-7,260,"February 18, 1983",us,4,University of Cincinnati,/players/m/maxieja01.html
Tayshaun Prince,Detroit Pistons,DET,22,SF,6-9,212,"February 28, 1980",us,7,University of Kentucky,/players/p/princta01.html
Rodney Stuckey,Detroit Pistons,DET,3,PG,6-5,210,"April 21, 1986",us,2,Eastern Washington University,/players/s/stuckro01.html
DaJuan Summers,Detroit Pistons,DET,35,SF,6-8,230,"January 24, 1988",us,R,Georgetown University,/players/s/summeda01.html
Charlie Villanueva,Detroit Pistons,DET,31,PF,6-11,232,"August 24, 1984",us,4,University of Connecticut,/players/v/villach01.html
Ben Wallace,Detroit Pistons,DET,6,C,6-9,240,"September 10, 1974",us,13,Virginia Union University,/players/w/wallabe01.html
Chris Wilcox,Detroit Pistons,DET,9,PF,6-10,221,"September 3, 1982",us,7,University of Maryland,/players/w/wilcoch01.html
Kelenna Azubuike,Golden State Warriors,GSW,7,SF,6-5,220,"December 16, 1983",gb,3,University of Kentucky,/players/a/azubuke01.html
Raja Bell,Golden State Warriors,GSW,18,SG,6-5,204,"September 19, 1976",vi,9,Florida International University,/players/b/bellra01.html
Andris Biedrins,Golden State Warriors,GSW,15,C,6-11,240,"April 2, 1986",lv,5,,/players/b/biedran01.html
Stephen Curry,Golden State Warriors,GSW,30,PG,6-3,190,"March 14, 1988",us,R,Davidson College,/players/c/curryst01.html
Monta Ellis,Golden State Warriors,GSW,8,SG,6-3,185,"October 26, 1985",us,4,,/players/e/ellismo01.html
Devean George,Golden State Warriors,GSW,19,SF,6-8,220,"August 29, 1977",us,10,Augsburg College,/players/g/georgde01.html
Chris Hunter,Golden State Warriors,GSW,31,C,6-11,240,"July 7, 1984",us,R,University of Michigan,/players/h/huntech01.html
Stephen Jackson,Golden State Warriors,GSW,1,PF,6-8,218,"April 5, 1978",us,9,Butler County Community College,/players/j/jacksst02.html
Coby Karl,Golden State Warriors,GSW,11,SF,6-5,215,"March 6, 1983",us,1,Boise State University,/players/k/karlco01.html
Acie Law,Golden State Warriors,GSW,2,PG,6-3,195,"January 25, 1985",us,2,Texas A&M University,/players/l/lawac01.html
Corey Maggette,Golden State Warriors,GSW,50,PF,6-6,218,"November 12, 1979",us,10,Duke University,/players/m/maggeco01.html
Cartier Martin,Golden State Warriors,GSW,20,SF,6-7,220,"November 20, 1984",us,1,Kansas State University,/players/m/martica01.html
Mikki Moore,Golden State Warriors,GSW,33,C,6-11,225,"November 4, 1975",us,11,University of Nebraska,/players/m/mooremi01.html
Anthony Morrow,Golden State Warriors,GSW,22,SG,6-5,210,"September 27, 1985",us,1,Georgia Institute of Technology,/players/m/morroan01.html
Vladimir Radmanovic,Golden State Warriors,GSW,77,PF,6-10,227,"November 19, 1980",ba,8,,/players/r/radmavl01.html
Anthony Randolph,Golden State Warriors,GSW,4,C,6-10,205,"July 15, 1989",de,1,Louisiana State University,/players/r/randoan01.html
Anthony Tolliver,Golden State Warriors,GSW,44,PF,6-8,240,"June 1, 1985",us,1,Creighton University,/players/t/tollian01.html
Ronny Turiaf,Golden State Warriors,GSW,21,C,6-10,249,"January 13, 1983",mq,4,Gonzaga University,/players/t/turiaro01.html
C.J. Watson,Golden State Warriors,GSW,23,PG,6-2,175,"April 17, 1984",us,2,University of Tennessee,/players/w/watsocj01.html
Reggie Williams,Golden State Warriors,GSW,55,SF,6-6,205,"September 14, 1986",us,R,Virginia Military Institute,/players/w/willire02.html
David Andersen,Houston Rockets,HOU,13,C,6-11,245,"June 23, 1980",au,R,,/players/a/anderda03.html
Trevor Ariza,Houston Rockets,HOU,1,SF,6-8,215,"June 30, 1985",us,5,"University of California, Los Angeles",/players/a/arizatr01.html
Hilton Armstrong,Houston Rockets,HOU,3,C,6-11,235,"November 11, 1984",us,3,University of Connecticut,/players/a/armsthi01.html
Shane Battier,Houston Rockets,HOU,31,SG,6-8,220,"September 9, 1978",us,8,Duke University,/players/b/battish01.html
Aaron Brooks,Houston Rockets,HOU,0,PG,6-0,161,"January 14, 1985",us,2,University of Oregon,/players/b/brookaa01.html
Chase Budinger,Houston Rockets,HOU,10,SF,6-7,209,"May 22, 1988",us,R,University of Arizona,/players/b/budinch01.html
Will Conroy,Houston Rockets,HOU,5,PG,6-2,195,"December 8, 1982",us,1,University of Washington,/players/c/conrowi01.html
Brian Cook,Houston Rockets,HOU,43,PF,6-9,234,"December 4, 1980",us,6,University of Illinois at Urbana-Champaign,/players/c/cookbr01.html
Joey Dorsey,Houston Rockets,HOU,15,PF,6-8,268,"December 16, 1983",us,1,University of Memphis,/players/d/dorsejo01.html
Mike Harris,Houston Rockets,HOU,33,PF,6-6,240,"June 15, 1983",us,1,Rice University,/players/h/harrimi01.html
Chuck Hayes,Houston Rockets,HOU,44,C,6-6,240,"June 11, 1983",us,4,University of Kentucky,/players/h/hayesch01.html
Jordan Hill,Houston Rockets,HOU,27,PF,6-10,235,"July 27, 1987",us,R,University of Arizona,/players/h/hilljo01.html
Jared Jeffries,Houston Rockets,HOU,20,SF,6-11,230,"November 25, 1981",us,7,Indiana University,/players/j/jeffrja01.html
Carl Landry,Houston Rockets,HOU,14,PF,6-9,248,"September 19, 1983",us,2,Purdue University,/players/l/landrca01.html
Kyle Lowry,Houston Rockets,HOU,7,PG,6-1,196,"March 25, 1986",us,3,Villanova University,/players/l/lowryky01.html
Kevin Martin,Houston Rockets,HOU,12,SG,6-7,199,"February 1, 1983",us,5,Western Carolina University,/players/m/martike02.html
Tracy McGrady,Houston Rockets,HOU,3,SG,6-8,210,"May 24, 1979",us,12,,/players/m/mcgratr01.html
Pops Mensah-Bonsu,Houston Rockets,HOU,21,PF,6-9,240,"September 7, 1983",gb,2,George Washington University,/players/m/mensapo01.html
Luis Scola,Houston Rockets,HOU,4,PF,6-9,240,"April 30, 1980",ar,2,,/players/s/scolalu01.html
Jermaine Taylor,Houston Rockets,HOU,8,SG,6-4,210,"December 8, 1986",us,R,University of Central Florida,/players/t/tayloje02.html
Garrett Temple,Houston Rockets,HOU,2,SG,6-6,195,"May 8, 1986",us,R,Louisiana State University,/players/t/templga01.html
Travis Diener,Indiana Pacers,IND,12,PG,6-1,175,"March 1, 1982",us,4,Marquette University,/players/d/dienetr01.html
Mike Dunleavy,Indiana Pacers,IND,17,SF,6-9,230,"September 15, 1980",us,7,Duke University,/players/d/dunlemi02.html
T.J. Ford,Indiana Pacers,IND,5,PG,6-0,165,"March 24, 1983",us,5,University of Texas at Austin,/players/f/fordtj01.html
Jeff Foster,Indiana Pacers,IND,10,C,6-11,236,"January 16, 1977",us,10,Texas State University,/players/f/fosteje01.html
Danny Granger,Indiana Pacers,IND,33,SF,6-9,222,"April 20, 1983",us,4,University of New Mexico,/players/g/grangda01.html
Tyler Hansbrough,Indiana Pacers,IND,50,PF,6-9,250,"November 3, 1985",us,R,University of North Carolina,/players/h/hansbty01.html
Luther Head,Indiana Pacers,IND,13,SG,6-3,185,"November 26, 1982",us,4,University of Illinois at Urbana-Champaign,/players/h/headlu01.html
Roy Hibbert,Indiana Pacers,IND,55,C,7-2,270,"December 11, 1986",us,1,Georgetown University,/players/h/hibbero01.html
Dahntay Jones,Indiana Pacers,IND,1,SF,6-6,225,"December 27, 1980",us,6,Duke University,/players/j/jonesda02.html
Solomon Jones,Indiana Pacers,IND,44,C,6-10,230,"July 16, 1984",us,3,University of South Florida,/players/j/jonesso01.html
Josh McRoberts,Indiana Pacers,IND,32,C,6-10,240,"February 28, 1987",us,2,Duke University,/players/m/mcrobjo01.html
Troy Murphy,Indiana Pacers,IND,3,PF,6-11,245,"May 2, 1980",us,8,University of Notre Dame,/players/m/murphtr01.html
A.J. Price,Indiana Pacers,IND,22,PG,6-2,181,"October 7, 1986",us,R,University of Connecticut,/players/p/priceaj01.html
Brandon Rush,Indiana Pacers,IND,25,SG,6-6,220,"July 7, 1985",us,1,University of Kansas,/players/r/rushbr01.html
Earl Watson,Indiana Pacers,IND,2,PG,6-1,195,"June 12, 1979",us,8,"University of California, Los Angeles",/players/w/watsoea01.html
Steve Blake,Los Angeles Clippers,LAC,2,PG,6-3,172,"February 26, 1980",us,6,University of Maryland,/players/b/blakest01.html
Bobby Brown,Los Angeles Clippers,LAC,6,PG,6-2,175,"September 24, 1984",us,1,"California State University, Fullerton",/players/b/brownbo02.html
Rasual Butler,Los Angeles Clippers,LAC,45,SF,6-7,215,"May 23, 1979",us,7,La Salle University,/players/b/butlera01.html
Marcus Camby,Los Angeles Clippers,LAC,23,PF,6-11,220,"March 22, 1974",us,13,University of Massachusetts Amherst,/players/c/cambyma01.html
Mardy Collins,Los Angeles Clippers,LAC,25,SG,6-6,220,"August 4, 1984",us,3,Temple University,/players/c/collima01.html
JamesOn Curry,Los Angeles Clippers,LAC,44,PG,6-3,190,"January 7, 1986",us,R,Oklahoma State University,/players/c/curryja01.html
Baron Davis,Los Angeles Clippers,LAC,1,PG,6-3,209,"April 13, 1979",us,10,"University of California, Los Angeles",/players/d/davisba01.html
Ricky Davis,Los Angeles Clippers,LAC,31,SF,6-6,195,"September 23, 1979",us,11,University of Iowa,/players/d/davisri01.html
