name,team,short_team,number,pos,height,weight,birth_date,birth_country,years_experience,college_name,uri
Anderson Varejao,Cleveland Cavaliers,CLE,17,C,6-10,273,"September 28, 1982",br,10,,/players/v/varejan01.html
Dion Waiters,Cleveland Cavaliers,CLE,3,SG,6-4,225,"December 10, 1991",us,2,Syracuse University,/players/w/waitedi01.html
Al-Farouq Aminu,Dallas Mavericks,DAL,7,SF,6-9,215,"September 21, 1990",us,4,Wake Forest University,/players/a/aminual01.html
J.J. Barea,Dallas Mavericks,DAL,5,PG,6-0,185,"June 26, 1984",pr,8,Northeastern University,/players/b/bareajo01.html
Tyson Chandler,Dallas Mavericks,DAL,6,C,7-1,240,"October 2, 1982",us,13,,/players/c/chandty01.html
Jae Crowder,Dallas Mavericks,DAL,9,SF,6-6,235,"July 6, 1990",us,2,Marquette University,/players/c/crowdja01.html
Monta Ellis,Dallas Mavericks,DAL,11,SG,6-3,185,"October 26, 1985",us,9,,/players/e/ellismo01.html
Raymond Felton,Dallas Mavericks,DAL,2,PG,6-1,205,"June 26, 1984",us,9,University of North Carolina,/players/f/feltora01.html
Devin Harris,Dallas Mavericks,DAL,20,PG,6-3,192,"February 27, 1983",us,10,University of Wisconsin,/players/h/harride01.html
Bernard James,Dallas Mavericks,DAL,55,C,6-10,240,"February 7, 1985",us,2,Florida State University,/players/j/jamesbe01.html
Richard Jefferson,Dallas Mavericks,DAL,24,SF,6-7,233,"June 21, 1980",us,13,University of Arizona,/players/j/jefferi01.html
Ricky Ledo,Dallas Mavericks,DAL,1,SG,6-7,195,"September 10, 1992",us,1,,/players/l/ledori01.html
Jameer Nelson,Dallas Mavericks,DAL,14,PG,6-0,190,"February 9, 1982",us,10,Saint Joseph's University,/players/n/nelsoja01.html
Dirk Nowitzki,Dallas Mavericks,DAL,41,PF,7-0,245,"June 19, 1978",de,16,,/players/n/nowitdi01.html
Chandler Parsons,Dallas Mavericks,DAL,25,SF,6-9,227,"October 25, 1988",us,3,University of Florida,/players/p/parsoch01.html
Dwight Powell,Dallas Mavericks,DAL,8,PF,6-11,240,"July 20, 1991",ca,R,Stanford University,/players/p/poweldw01.html
Rajon Rondo,Dallas Mavericks,DAL,9,PG,6-1,186,"February 22, 1986",us,8,University of Kentucky,/players/r/rondora01.html
Greg Smith,Dallas Mavericks,DAL,4,PF,6-10,250,"January 8, 1991",us,3,"California State University, Fresno",/players/s/smithgr02.html
Amar'e Stoudemire,Dallas Mavericks,DAL,1,PF,6-10,245,"November 16, 1982",us,12,,/players/s/stoudam01.html
Charlie Villanueva,Dallas Mavericks,DAL,3,PF,6-11,232,"August 24, 1984",us,9,University of Connecticut,/players/v/villach01.html
Brandan Wright,Dallas Mavericks,DAL,34,PF,6-10,210,"October 5, 1987",us,6,University of North Carolina,/players/w/wrighbr03.html
Arron Afflalo,Denver Nuggets,DEN,10,SG,6-5,210,"October 15, 1985",us,7,"University of California, Los Angeles",/players/a/afflaar01.html
Darrell Arthur,Denver Nuggets,DEN,00,PF,6-9,235,"March 25, 1988",us,5,University of Kansas,/players/a/arthuda01.html
Will Barton,Denver Nuggets,DEN,5,SG,6-6,175,"January 6, 1991",us,2,University of Memphis,/players/b/bartowi01.html
Wilson Chandler,Denver Nuggets,DEN,21,SF,6-8,225,"May 10, 1987",us,7,DePaul University,/players/c/chandwi01.html
Ian Clark,Denver Nuggets,DEN,20,SG,6-3,175,"March 7, 1991",us,1,Belmont University,/players/c/clarkia01.html
Kenneth Faried,Denver Nuggets,DEN,35,PF,6-8,228,"November 19, 1989",us,3,Morehead State University,/players/f/farieke01.html
Randy Foye,Denver Nuggets,DEN,4,SG,6-4,213,"September 24, 1983",us,8,Villanova University,/players/f/foyera01.html
Jamaal Franklin,Denver Nuggets,DEN,22,SG,6-5,191,"July 21, 1991",us,1,San Diego State University,/players/f/frankja01.html
Danilo Gallinari,Denver Nuggets,DEN,8,SF,6-10,225,"August 8, 1988",it,5,,/players/g/gallida01.html
Alonzo Gee,Denver Nuggets,DEN,1,SF,6-6,225,"May 29, 1987",us,5,University of Alabama,/players/g/geeal01.html
Erick Green,Denver Nuggets,DEN,11,PG,6-4,185,"May 9, 1991",us,R,Virginia Polytechnic Institute and State University,/players/g/greener01.html
Gary Harris,Denver Nuggets,DEN,14,SG,6-4,210,"September 14, 1994",us,R,Michigan State University,/players/h/harriga01.html
J.J. Hickson,Denver Nuggets,DEN,7,C,6-9,242,"September 4, 1988",us,6,North Carolina State University,/players/h/hicksjj01.html
Joffrey Lauvergne,Denver Nuggets,DEN,77,C,6-11,220,"September 30, 1991",fr,R,,/players/l/lauvejo01.html
Ty Lawson,Denver Nuggets,DEN,3,PG,5-11,195,"November 3, 1987",us,5,University of North Carolina,/players/l/lawsoty01.html
JaVale McGee,Denver Nuggets,DEN,34,C,7-0,270,"January 19, 1988",us,6,"University of Nevada, Reno",/players/m/mcgeeja01.html
Timofey Mozgov,Denver Nuggets,DEN,25,C,7-1,275,"July 16, 1986",ru,4,,/players/m/mozgoti01.html
Jameer Nelson,Denver Nuggets,DEN,28,PG,6-0,190,"February 9, 1982",us,10,Saint Joseph's University,/players/n/nelsoja01.html
Jusuf Nurkic,Denver Nuggets,DEN,23,C,7-0,280,"August 23, 1994",ba,R,,/players/n/nurkiju01.html
Nate Robinson,Denver Nuggets,DEN,5,PG,5-9,180,"May 31, 1984",us,9,University of Washington,/players/r/robinna01.html
Joel Anthony,Detroit Pistons,DET,50,C,6-9,245,"August 9, 1982",ca,7,"University of Nevada, Las Vegas",/players/a/anthojo01.html
D.J. Augustin,Detroit Pistons,DET,14,PG,6-0,183,"November 10, 1987",us,6,University of Texas at Austin,/players/a/augusdj01.html
Caron Butler,Detroit Pistons,DET,31,SF,6-7,228,"March 13, 1980",us,12,University of Connecticut,/players/b/butleca01.html
Kentavious Caldwell-Pope,Detroit Pistons,DET,5,SG,6-5,205,"February 18, 1993",us,1,University of Georgia,/players/c/caldwke01.html
Luigi Datome,Detroit Pistons,DET,13,SF,6-8,215,"November 27, 1987",it,1,,/players/d/datomlu01.html
Spencer Dinwiddie,Detroit Pistons,DET,8,PG,6-6,200,"April 6, 1993",us,R,University of Colorado,/players/d/dinwisp01.html
Andre Drummond,Detroit Pistons,DET,0,C,6-11,279,"August 10, 1993",us,2,University of Connecticut,/players/d/drumman01.html
Reggie Jackson,Detroit Pistons,DET,1,PG,6-3,208,"April 16, 1990",it,3,Boston College,/players/j/jacksre01.html
Brandon Jennings,Detroit Pistons,DET,7,PG,6-1,169,"September 23, 1989",us,5,,/players/j/jennibr01.html
Jonas Jerebko,Detroit Pistons,DET,33,PF,6-10,231,"March 2, 1987",se,4,,/players/j/jerebjo01.html
John Lucas III,Detroit Pistons,DET,9,PG,5-11,165,"November 21, 1982",us,6,Oklahoma State University,/players/l/lucasjo02.html
Cartier Martin,Detroit Pistons,DET,35,SF,6-7,220,"November 20, 1984",us,6,Kansas State University,/players/m/martica01.html
Jodie Meeks,Detroit Pistons,DET,20,SG,6-4,208,"August 21, 1987",us,5,University of Kentucky,/players/m/meeksjo01.html
Quincy Miller,Detroit Pistons,DET,20,PF,6-9,210,"November 18, 1992",us,2,Baylor University,/players/m/millequ01.html
Greg Monroe,Detroit Pistons,DET,10,PF,6-11,265,"June 4, 1990",us,4,Georgetown University,/players/m/monrogr01.html
Tayshaun Prince,Detroit Pistons,DET,22,SF,6-9,212,"February 28, 1980",us,12,University of Kentucky,/players/p/princta01.html
Kyle Singler,Detroit Pistons,DET,25,SF,6-8,228,"May 4, 1988",us,2,Duke University,/players/s/singlky01.html
Josh Smith,Detroit Pistons,DET,6,PF,6-9,225,"December 5, 1985",us,10,,/players/s/smithjo03.html
Anthony Tolliver,Detroit Pistons,DET,43,PF,6-8,240,"June 1, 1985",us,6,Creighton University,/players/t/tollian01.html
Shawne Williams,Detroit Pistons,DET,3,SF,6-9,225,"February 16, 1986",us,6,University of Memphis,/players/w/willish03.html
Leandro Barbosa,Golden State Warriors,GSW,19,SG,6-3,194,"November 28, 1982",br,11,,/players/b/barbole01.html
Harrison Barnes,Golden State Warriors,GSW,40,SF,6-8,210,"May 30, 1992",us,2,University of North Carolina,/players/b/barneha02.html
Andrew Bogut,Golden State Warriors,GSW,12,C,7-0,260,"November 28, 1984",au,9,University of Utah,/players/b/bogutan01.html
Stephen Curry,Golden State Warriors,GSW,30,PG,6-3,185,"March 14, 1988",us,5,Davidson College,/players/c/curryst01.html
Festus Ezeli,Golden State Warriors,GSW,31,C,6-11,255,"October 21, 1989",ng,1,Vanderbilt University,/players/e/ezelife01.html
Draymond Green,Golden State Warriors,GSW,23,PF,6-7,230,"March 4, 1990",us,2,Michigan State University,/players/g/greendr01.html
Justin Holiday,Golden State Warriors,GSW,7,SG,6-6,185,"April 5, 1989",us,1,University of Washington,/players/h/holidju01.html
Andre Iguodala,Golden State Warriors,GSW,9,SF,6-6,207,"January 28, 1984",us,10,University of Arizona,/players/i/iguodan01.html
Ognjen Kuzmic,Golden State Warriors,GSW,1,C,7-1,251,"May 16, 1990",ba,1,,/players/k/kuzmiog01.html
David Lee,Golden State Warriors,GSW,10,PF,6-9,245,"April 29, 1983",us,9,University of Florida,/players/l/leeda02.html
Shaun Livingston,Golden State Warriors,GSW,34,PG,6-7,182,"September 11, 1985",us,9,,/players/l/livinsh01.html
James Michael McAdoo,Golden State Warriors,GSW,20,PF,6-9,230,"January 4, 1993",us,R,University of North Carolina,/players/m/mcadoja01.html
Brandon Rush,Golden State Warriors,GSW,4,SG,6-6,210,"July 7, 1985",us,6,University of Kansas,/players/r/rushbr01.html
Marreese Speights,Golden State Warriors,GSW,5,C,6-10,255,"August 4, 1987",us,6,University of Florida,/players/s/speigma01.html
Klay Thompson,Golden State Warriors,GSW,11,SG,6-7,205,"February 8, 1990",us,3,Washington State University,/players/t/thompkl01.html
Trevor Ariza,Houston Rockets,HOU,1,SF,6-8,215,"June 30, 1985",us,10,"University of California, Los Angeles",/players/a/arizatr01.html
Patrick Beverley,Houston Rockets,HOU,2,PG,6-1,185,"July 12, 1988",us,2,University of Arkansas,/players/b/beverpa01.html
Tarik Black,Houston Rockets,HOU,10,C,6-9,250,"November 22, 1991",us,R,University of Kansas,/players/b/blackta01.html
Corey Brewer,Houston Rockets,HOU,33,SF,6-9,186,"March 5, 1986",us,7,University of Florida,/players/b/breweco01.html
Isaiah Canaan,Houston Rockets,HOU,0,PG,6-0,201,"May 21, 1991",us,1,Murray State University,/players/c/canaais01.html
Clint Capela,Houston Rockets,HOU,15,C,6-10,240,"May 18, 1994",ch,R,,/players/c/capelca01.html
Troy Daniels,Houston Rockets,HOU,30,SG,6-4,205,"July 15, 1991",us,1,Virginia Commonwealth University,/players/d/danietr01.html
Joey Dorsey,Houston Rockets,HOU,8,PF,6-8,268,"December 16, 1983",us,3,University of Memphis,/players/d/dorsejo01.html
Francisco Garcia,Houston Rockets,HOU,32,SF,6-7,195,"December 31, 1981",do,9,University of Louisville,/players/g/garcifr01.html
James Harden,Houston Rockets,HOU,13,SG,6-5,220,"August 26, 1989",us,5,Arizona State University,/players/h/hardeja01.html
Dwight Howard,Houston Rockets,HOU,12,C,6-11,265,"December 8, 1985",us,10,,/players/h/howardw01.html
Nick Johnson,Houston Rockets,HOU,3,SG,6-3,202,"December 22, 1992",us,R,University of Arizona,/players/j/johnsni01.html
Terrence Jones,Houston Rockets,HOU,6,PF,6-9,252,"January 9, 1992",us,2,University of Kentucky,/players/j/joneste01.html
K.J. McDaniels,Houston Rockets,HOU,32,SG,6-6,205,"February 9, 1993",us,R,Clemson University,/players/m/mcdankj01.html
Donatas Motiejunas,Houston Rockets,HOU,20,PF,7-0,222,"September 20, 1990",lt,2,,/players/m/motiedo01.html
Kostas Papanikolaou,Houston Rockets,HOU,16,SF,6-8,225,"July 31, 1990",gr,R,,/players/p/papanko01.html
Pablo Prigioni,Houston Rockets,HOU,9,PG,6-3,185,"May 17, 1977",ar,2,,/players/p/prigipa01.html
Alexey Shved,Houston Rockets,HOU,88,SG,6-6,190,"December 16, 1988",ru,2,,/players/s/shvedal01.html
Josh Smith,Houston Rockets,HOU,5,PF,6-9,225,"December 5, 1985",us,10,,/players/s/smithjo03.html
Jason Terry,Houston Rockets,HOU,31,SG,6-2,185,"September 15, 1977",us,15,University of Arizona,/players/t/terryja01.html
Lavoy Allen,Indiana Pacers,IND,5,C,6-9,255,"February 4, 1989",us,3,Temple University,/players/a/allenla01.html
Chris Copeland,Indiana Pacers,IND,22,SF,6-9,239,"March 17, 1984",us,2,University of Colorado,/players/c/copelch01.html
Paul George,Indiana Pacers,IND,13,SF,6-9,220,"May 2, 1990",us,4,"California State University, Fresno",/players/g/georgpa01.html
Roy Hibbert,Indiana Pacers,IND,55,C,7-2,270,"December 11, 1986",us,6,Georgetown University,/players/h/hibbero01.html
George Hill,Indiana Pacers,IND,3,PG,6-3,188,"May 4, 1986",us,6,Indiana University-Purdue University Indianapolis,/players/h/hillge01.html
Solomon Hill,Indiana Pacers,IND,44,SF,6-7,225,"March 18, 1991",us,1,University of Arizona,/players/h/hillso01.html
Ian Mahinmi,Indiana Pacers,IND,28,C,6-11,250,"November 5, 1986",fr,6,,/players/m/mahinia01.html
C.J. Miles,Indiana Pacers,IND,0,SG,6-6,231,"April 18, 1987",us,9,,/players/m/milescj01.html
A.J. Price,Indiana Pacers,IND,12,PG,6-2,181,"October 7, 1986",us,5,University of Connecticut,/players/p/priceaj01.html
Damjan Rudez,Indiana Pacers,IND,9,SF,6-10,228,"June 17, 1986",hr,R,,/players/r/rudezda01.html
Luis Scola,Indiana Pacers,IND,4,PF,6-9,240,"April 30, 1980",ar,7,,/players/s/scolalu01.html
Donald Sloan,Indiana Pacers,IND,15,PG,6-3,205,"January 15, 1988",us,3,Texas A&M University,/players/s/sloando01.html
